,YYYYMMDD,Kp[8],,,,,,,,Sum,Ap[8],,,,,,,,Ap
3065,20220524,1-,1+,0,1,2-,0+,0+,1-,6,3,5,0,4,6.0,2.0,2.0,3.0,3.0
3066,20220525,2-,2+,2-,2-,0+,1+,1+,2-,12,6,9,6,6,2.0,5.0,5.0,6.0,6.0
3067,20220526,1-,1+,1-,1,1,1,1,1-,7+,3,5,3,4,4.0,4.0,4.0,3.0,4.0
3068,20220527,0+,1-,1+,2+,5,4+,3,4,21,2,3,5,9,48.0,32.0,15.0,27.0,18.0
3069,20220528,5,5,5-,3,2+,2-,1-,2,24+,48,48,39,15,9.0,6.0,3.0,7.0,22.0
3070,20220529,3,3,3+,2+,3,4-,3,3,24+,15,15,18,9,15.0,22.0,15.0,15.0,16.0
3071,20220530,3,2+,2-,1+,1,2-,2+,2+,16-,15,9,6,5,4.0,6.0,9.0,9.0,8.0
3072,20220531,3+,2,2-,1+,2,2,3-,2-,17-,18,7,6,5,7.0,7.0,12.0,6.0,8.0
3073,20220601,2,2,1+,1+,1-,1,0+,1,10-,7,7,5,5,3.0,4.0,2.0,4.0,5.0
3074,20220602,0+,0+,0+,1,1+,1,1+,2-,7+,2,2,2,4,5.0,4.0,5.0,6.0,4.0
3075,20220603,1,1-,1,1-,1-,1-,1-,1+,7-,4,3,4,3,3.0,3.0,3.0,5.0,4.0
3076,20220604,0+,1-,1,0+,0+,1-,1-,0+,4+,2,3,4,2,2.0,3.0,3.0,2.0,3.0
3077,20220605,0+,1-,1-,1,1,1,2-,1-,7,2,3,3,4,4.0,4.0,6.0,3.0,4.0
3078,20220606,2-,1+,1+,3,2+,2,3-,3-,17,6,5,5,15,9.0,7.0,12.0,12.0,9.0
3079,20220607,2,2+,1+,2+,1,1+,1,2+,14-,7,9,5,9,4.0,5.0,4.0,9.0,6.0
3080,20220608,2,0,1-,2-,0+,0+,2,1,8,7,0,3,6,2.0,2.0,7.0,4.0,4.0
3081,20220609,1+,1+,1-,1,1+,1,1,1+,9,5,5,3,4,5.0,4.0,4.0,5.0,4.0
3082,20220610,2,1-,0+,1+,2-,1-,0+,0+,7+,7,3,2,5,6.0,3.0,2.0,2.0,4.0
3083,20220611,2,2,3,1,1+,2-,1+,2-,14,7,7,15,4,5.0,6.0,5.0,6.0,7.0
3084,20220612,1+,2,2-,2+,3-,3,2+,2-,17,5,7,6,9,12.0,15.0,9.0,6.0,9.0
3085,20220613,4-,5-,2+,2-,2,3-,2,2-,21-,22,39,9,6,7.0,12.0,7.0,6.0,14.0
3086,20220614,2-,2-,2-,1+,2-,2-,2,2+,14,6,6,6,5,6.0,6.0,7.0,9.0,6.0
3087,20220615,2-,3+,4-,3,4+,4,2-,2,24-,6,18,22,15,32.0,27.0,6.0,7.0,17.0
3088,20220616,1+,2+,2+,2+,3,2,2,4-,19,5,9,9,9,15.0,7.0,7.0,22.0,10.0
3089,20220617,3,2+,2+,3,3,2+,3+,2+,22-,15,9,9,15,15.0,9.0,18.0,9.0,12.0
3090,20220618,3+,3-,2-,2+,1-,2-,3,4+,20-,18,12,6,9,3.0,6.0,15.0,32.0,13.0
3091,20220619,3+,3,2-,2+,2+,3-,1+,1-,17+,18,15,6,9,9.0,12.0,5.0,3.0,10.0
3092,20220620,1+,1,2+,2+,3+,3-,3+,1+,18-,5,4,9,9,18.0,12.0,18.0,5.0,10.0
3093,20220621,2-,2-,1,2+,2-,2-,1+,3-,14,6,6,4,9,6.0,6.0,5.0,12.0,7.0
3094,20220622,2,2-,3,2,2+,2-,3-,2+,18-,7,6,15,7,9.0,6.0,12.0,9.0,9.0
3095,20220623,3-,3,2,2+,1+,2-,3,2,18,12,15,7,9,5.0,6.0,15.0,7.0,10.0
3096,20220624,2+,0+,0+,0+,1-,1+,3,3-,11,9,2,2,2,3.0,5.0,15.0,12.0,6.0
3097,20220625,2+,2-,2,2-,2,3-,4+,5-,21+,9,6,7,6,7.0,12.0,32.0,39.0,15.0
3098,20220626,5-,2+,2-,4+,4,3,4,4-,28-,39,9,6,32,27.0,15.0,27.0,22.0,22.0
3099,20220627,4,4,3-,0+,1-,0+,1+,2-,15,27,27,12,2,3.0,2.0,5.0,6.0,10.0
3100,20220628,1+,2+,2,1+,1+,0+,2-,3+,14-,5,9,7,5,5.0,2.0,6.0,18.0,7.0
3101,20220629,2-,1+,2-,2-,2-,0+,0+,1-,9+,6,5,6,6,6.0,2.0,2.0,3.0,4.0
3102,20220630,1,1-,1,1-,1-,0+,1-,1-,6-,4,3,4,3,3.0,2.0,3.0,3.0,3.0
3103,20220701,1-,0+,0+,1-,1-,1,3-,3+,10-,3,2,2,3,3.0,4.0,12.0,18.0,6.0
3104,20220702,4,5-,4,2+,2,3-,1-,3-,23,27,39,27,9,7.0,12.0,3.0,12.0,17.0
3105,20220703,2+,0,1,1+,2,1,2+,3,13,9,0,4,5,7.0,4.0,9.0,15.0,7.0
3106,20220704,3-,4,4-,3,3,4-,4-,3,27-,12,27,22,15,15.0,22.0,22.0,15.0,19.0
3107,20220705,0+,0+,1-,0+,0+,1,1-,1-,4+,2,2,3,2,2.0,4.0,3.0,3.0,3.0
3108,20220706,1-,1-,2-,1+,1-,1+,1-,0,7,3,3,6,5,3.0,5.0,3.0,0.0,4.0
3109,20220707,0,0+,2,2+,5+,4,4,4,22,0,2,7,9,56.0,27.0,27.0,27.0,19.0
3110,20220708,5,5-,3,3-,3,2,3-,2-,25-,48,39,15,12,15.0,7.0,12.0,6.0,19.0
3111,20220709,1,1,0+,1-,3-,2,2-,1+,11-,4,4,2,3,12.0,7.0,6.0,5.0,5.0
3112,20220710,0+,1,2+,2-,2+,1+,1+,1-,11,2,4,9,6,9.0,5.0,5.0,3.0,5.0
3113,20220711,1-,0+,1,2+,2,3,4,3,16+,3,2,4,9,7.0,15.0,27.0,15.0,10.0
3114,20220712,3-,2+,4-,3+,4+,3-,3+,2+,25-,12,9,22,18,32.0,12.0,18.0,9.0,16.0
3115,20220713,1+,1,1-,1,2-,1+,1-,0,8-,5,4,3,4,6.0,5.0,3.0,0.0,4.0
3116,20220714,0+,0+,1-,1-,1+,1,1+,1+,7,2,2,3,3,5.0,4.0,5.0,5.0,4.0
3117,20220715,2-,2,0+,1,2+,2,2,3-,14,6,7,2,4,9.0,7.0,7.0,12.0,7.0
3118,20220716,2-,2+,3,2,1-,1-,1-,1-,12-,6,9,15,7,3.0,3.0,3.0,3.0,6.0
3119,20220717,1-,1-,1-,1-,1-,1-,2-,1,7-,3,3,3,3,3.0,3.0,6.0,4.0,4.0
3120,20220718,0+,1,2-,2+,2+,1+,3-,3,15-,2,4,6,9,9.0,5.0,12.0,15.0,8.0
3121,20220719,3-,4,4+,4-,5-,4,4+,4-,31+,12,27,32,22,39.0,27.0,32.0,22.0,27.0
3122,20220720,2-,2+,0+,1+,2-,1+,1+,1+,11+,6,9,2,5,6.0,5.0,5.0,5.0,5.0
3123,20220721,2-,1-,1+,3-,3,5+,5-,4-,23,6,3,5,12,15.0,56.0,39.0,22.0,20.0
3124,20220722,3+,2+,3-,3-,1+,2+,1+,2+,18+,18,9,12,12,5.0,9.0,5.0,9.0,10.0
3125,20220723,4,5+,3+,2-,2,1,2-,3-,22-,27,56,18,6,7.0,4.0,6.0,12.0,17.0
3126,20220724,3-,2+,2,1+,1+,3-,2,2-,16,12,9,7,5,5.0,12.0,7.0,6.0,8.0
3127,20220725,2+,2-,0+,1-,1-,1,1,2-,9+,9,6,2,3,3.0,4.0,4.0,6.0,5.0
3128,20220726,3+,2,0+,2-,2-,1,1,2,13,18,7,2,6,6.0,4.0,4.0,7.0,7.0
3129,20220727,2+,2+,2-,2,2,2+,2,3-,17+,9,9,6,7,7.0,9.0,7.0,12.0,8.0
3130,20220728,2-,2,2+,1,2+,2,1+,1,14-,6,7,9,4,9.0,7.0,5.0,4.0,6.0
3131,20220729,1,0+,0+,0+,1-,1,2-,1+,7-,4,2,2,2,3.0,4.0,6.0,5.0,4.0
3132,20220730,1+,1+,1-,1+,2+,2+,1-,2+,12+,5,5,3,5,9.0,9.0,3.0,9.0,6.0
3133,20220731,2-,1+,2-,2-,3,4,2,3,18+,6,5,6,6,15.0,27.0,7.0,15.0,11.0
3134,20220801,3-,2+,2-,2-,2,1,2-,2,15,12,9,6,6,7.0,4.0,6.0,7.0,7.0
3135,20220802,2,2+,2,2+,2-,2+,2+,2+,17+,7,9,7,9,6.0,9.0,9.0,9.0,8.0
3136,20220803,3-,2+,2-,1+,2-,2,2,2,16-,12,9,6,5,6.0,7.0,7.0,7.0,7.0
3137,20220804,2-,1+,1+,1,2-,2,2,1,12,6,5,5,4,6.0,7.0,7.0,4.0,6.0
3138,20220805,3,2,0+,1-,1,1+,0+,2-,10+,15,7,2,3,4.0,5.0,2.0,6.0,6.0
3139,20220806,1-,0+,0+,0+,1-,1-,1-,1,5-,3,2,2,2,3.0,3.0,3.0,4.0,3.0
3140,20220807,1,2,2+,3+,4,4,4,6-,26+,4,7,9,18,27.0,27.0,27.0,67.0,23.0
3141,20220808,5,4+,5-,4-,3,3-,4-,4-,31-,48,32,39,22,15.0,12.0,22.0,22.0,26.0
3142,20220809,3-,4,3+,4,4,3+,3,2+,27-,12,27,18,27,27.0,18.0,15.0,9.0,19.0
3143,20220810,2,3,1+,2+,3-,3,4-,2+,20+,7,15,5,9,12.0,15.0,22.0,9.0,12.0
3144,20220811,2+,2-,2+,3+,3,4,4+,3+,24+,9,6,9,18,15.0,27.0,32.0,18.0,17.0
3145,20220812,3-,1-,2+,2,2,1+,0+,1-,12,12,3,9,7,7.0,5.0,2.0,3.0,6.0
3146,20220813,1,2,2+,2,2,3-,2,2,16,4,7,9,7,7.0,12.0,7.0,7.0,8.0
3147,20220814,3-,2,1+,1+,1+,1-,0+,0+,10,12,7,5,5,5.0,3.0,2.0,2.0,5.0
3148,20220815,1-,1,1+,1,2+,2,1-,0+,9+,3,4,5,4,9.0,7.0,3.0,2.0,5.0
3149,20220816,1-,1,1-,1,1,1-,0+,2-,7,3,4,3,4,4.0,3.0,2.0,6.0,4.0
3150,20220817,1+,3,1,2+,2+,5-,7-,6-,27,5,15,4,9,9.0,39111.0,67.0,32.0,
3151,20220818,3-,2+,3+,3-,5,5,5-,5-,30+,12,9,18,12,48.0,48.0,39.0,39.0,28.0
3152,20220819,3+,3,2,2,2,4,5,4,25+,18,15,7,7,7.0,27.0,48.0,27.0,20.0
3153,20220820,4,3,3-,1,0+,0+,3,3+,18-,27,15,12,4,2.0,2.0,15.0,18.0,12.0
3154,20220821,3,2+,2-,3-,3-,4+,3,2,22-,15,9,6,12,12.0,32.0,15.0,7.0,14.0
3155,20220822,3,3-,1+,1+,1-,1,1+,1-,12,15,12,5,5,3.0,4.0,5.0,3.0,6.0
3156,20220823,0+,0+,0,1-,1-,0+,0+,2,5-,2,2,0,3,3.0,2.0,2.0,7.0,3.0
3157,20220824,0+,1-,0+,1,0+,1-,0,1-,4,2,3,2,4,2.0,3.0,0.0,3.0,2.0
3158,20220825,1-,0+,1-,1,1,0+,0,1+,5+,3,2,3,4,4.0,2.0,0.0,5.0,3.0
3159,20220826,0+,1,0+,1-,1,1-,1,1+,6+,2,4,2,3,4.0,3.0,4.0,5.0,3.0
3160,20220827,1+,1,1-,3,4-,2+,3+,3-,18,5,4,3,15,22.0,9.0,18.0,12.0,11.0
3161,20220828,2-,2-,1+,3,1+,2-,2,1-,13+,6,6,5,15,5.0,6.0,7.0,3.0,7.0
3162,20220829,2,4-,3-,3,3,2-,3-,1+,20,7,22,12,15,15.0,6.0,12.0,5.0,12.0
3163,20220830,2+,4,2+,3,2,2-,3-,3,21,9,27,9,15,7.0,6.0,12.0,15.0,12.0
3164,20220831,3,3,1+,2,2+,2+,3-,4+,21,15,15,5,7,9.0,9.0,12.0,32.0,13.0
3165,20220901,2+,3+,3-,2+,1,1+,1+,1+,16-,9,18,12,9,4.0,5.0,5.0,5.0,8.0
3166,20220902,1+,1-,2-,2+,2+,1-,1+,4-,14,5,3,6,9,9.0,3.0,5.0,22.0,8.0
3167,20220903,5,3+,3+,3+,3,3-,3+,4+,28+,48,18,18,18,15.0,12.0,18.0,32.0,22.0
3168,20220904,5,6-,6,6+,5-,6,5-,5,43+,48,67,80,94,39.0,80.0,39.0,48.0,62.0
3169,20220905,5,5-,4+,5-,4+,5,4-,4+,36,48,39,32,39,32.0,48.0,22.0,32.0,36.0
3170,20220906,4,4,3,3,3-,3+,4-,3+,27,27,27,15,15,12.0,18.0,22.0,18.0,19.0
3171,20220907,3,2,3,2+,3,4-,3,1+,21+,15,7,15,9,15.0,22.0,15.0,5.0,13.0
3172,20220908,2,4,4,3,3,3-,3,4+,26,7,27,27,15,15.0,12.0,15.0,32.0,19.0
3173,20220909,4-,2,3-,4-,3-,2,1-,2,19+,22,7,12,22,12.0,7.0,3.0,7.0,12.0
3174,20220910,3-,2,3+,2,3-,3+,3+,2-,21,12,7,18,7,12.0,18.0,18.0,6.0,12.0
3175,20220911,3-,1+,1+,2-,2-,3+,2,1+,15+,12,5,5,6,6.0,18.0,7.0,5.0,8.0
3176,20220912,3-,2+,2+,2-,1+,1-,2-,1-,13+,12,9,9,6,5.0,3.0,6.0,3.0,7.0
3177,20220913,0,0+,1+,1-,1-,1-,0,1-,4+,0,2,5,3,3.0,3.0,0.0,3.0,2.0
3178,20220914,1-,1-,2-,1+,2-,2-,3-,4,14+,3,3,6,5,6.0,6.0,12.0,27.0,8.0
3179,20220915,4-,1-,1-,0+,1,2,1-,1,10,22,3,3,2,4.0,7.0,3.0,4.0,6.0
3180,20220916,0+,1+,1+,1+,1-,2-,0+,1-,8-,2,5,5,5,3.0,6.0,2.0,3.0,4.0
3181,20220917,1-,0+,1-,1+,2-,0+,1,2,8,3,2,3,5,6.0,2.0,4.0,7.0,4.0
3182,20220918,2-,2,3-,3-,3+,2,2,2,18+,6,7,12,12,18.0,7.0,7.0,7.0,10.0
3183,20220919,3-,1+,1-,2-,3,4-,2+,3,18+,12,5,3,6,15.0,22.0,9.0,15.0,11.0
3184,20220920,2,2,1+,1+,2-,1+,3-,2+,15-,7,7,5,5,6.0,5.0,12.0,9.0,7.0
3185,20220921,2,0+,2-,2-,1,1-,0+,1,9-,7,2,6,6,4.0,3.0,2.0,4.0,4.0
3186,20220922,0,1-,1,0+,2-,2-,1+,3,10-,0,3,4,2,6.0,6.0,5.0,15.0,5.0
3187,20220923,2+,1,3+,2+,3,3,2+,2+,20-,9,4,18,9,15.0,15.0,9.0,9.0,11.0
3188,20220924,2,3+,2-,3,3-,3+,3,2+,21+,7,18,6,15,12.0,18.0,15.0,9.0,12.0
3189,20220925,1+,2-,2-,2-,1+,1+,0,2-,11-,5,6,6,6,5.0,5.0,0.0,6.0,5.0
3190,20220926,1+,0,0,1,1,0+,0+,3+,7+,5,0,0,4,4.0,2.0,2.0,18.0,4.0
3191,20220927,5+,5-,2,4+,3,2,2+,3,27-,56,39,7,32,15.0,7.0,9.0,15.0,22.0
3192,20220928,1,1-,0+,0,1-,1+,1+,1+,7-,4,3,2,0,3.0,5.0,5.0,5.0,3.0
3193,20220929,1-,0+,2,2,3-,2+,1,1+,12+,3,2,7,7,12.0,9.0,4.0,5.0,6.0
3194,20220930,3-,4-,4,3-,3+,2-,1,0+,19+,12,22,27,12,18.0,6.0,4.0,2.0,13.0
3195,20221001,0+,0,0+,0+,0,1+,1-,1-,4-,2,0,2,2,0.0,5.0,3.0,3.0,2.0
3196,20221002,2+,1+,1,2,2+,3,2+,5-,19,9,5,4,7,9.0,15.0,9.0,39.0,12.0
3197,20221003,4-,3,3,1+,4,4,6-,3,28-,22,15,15,5,27.0,27.0,67.0,15.0,24.0
3198,20221004,3,4-,4+,2+,1+,1+,4+,3,23+,15,22,32,9,5.0,5.0,32.0,15.0,17.0
3199,20221005,2+,3+,3,2-,2,3,3+,3+,22,9,18,15,6,7.0,15.0,18.0,18.0,13.0
3200,20221006,2+,2+,3+,2+,3,3+,4,4-,24+,9,9,18,9,15.0,18.0,27.0,22.0,16.0
3201,20221007,4-,4,3,3-,3,3,1,1-,21,22,27,15,12,15.0,15.0,4.0,3.0,14.0
3202,20221008,1,3,3+,2-,3-,3-,3,2-,19,4,15,18,6,12.0,12.0,15.0,6.0,11.0
3203,20221009,4,4-,4-,3,4-,4+,4-,4-,30-,27,22,22,15,22.0,32.0,22.0,22.0,23.0
3204,20221010,2+,3+,2,3,1,1+,1+,2+,17-,9,18,7,15,4.0,5.0,5.0,9.0,9.0
3205,20221011,3,1+,1,0+,1,1,1+,2+,11+,15,5,4,2,4.0,4.0,5.0,9.0,6.0
3206,20221012,1-,0,0+,1,2,1,2+,2-,9,3,0,2,4,7.0,4.0,9.0,6.0,4.0
3207,20221013,1,1-,1,0+,1-,0+,1+,1+,7-,4,3,4,2,3.0,2.0,5.0,5.0,4.0
3208,20221014,2,2+,4-,4,4+,3,1+,3-,23+,7,9,22,27,32.0,15.0,5.0,12.0,16.0
3209,20221015,5-,3,2-,3-,1+,3,4,2,22+,39,15,6,12,5.0,15.0,27.0,7.0,16.0
3210,20221016,3,2-,2+,4-,4,3,2+,3+,23+,15,6,9,22,27.0,15.0,9.0,18.0,15.0
3211,20221017,1-,1-,0+,0,1+,3,0,1-,7-,3,3,2,0,5.0,15.0,0.0,3.0,4.0
3212,20221018,1-,0+,1+,1+,1,2,2-,2+,11-,3,2,5,5,4.0,7.0,6.0,9.0,5.0
3213,20221019,1+,1+,1,1-,1-,0+,1-,1,7,5,5,4,3,3.0,2.0,3.0,4.0,4.0
3214,20221020,1-,0,1,2-,3,2-,1,2+,11+,3,0,4,6,15.0,6.0,4.0,9.0,6.0
3215,20221021,1-,1,1,1+,0+,0+,1+,1+,7+,3,4,4,5,2.0,2.0,5.0,5.0,4.0
3216,20221022,2,2,3-,4-,4-,5+,5,3,27+,7,7,12,22,22.0,56.0,48.0,15.0,24.0
3217,20221023,3-,2,2,1,2-,4-,4+,4,21+,12,7,7,4,6.0,22.0,32.0,27.0,15.0
3218,20221024,3-,2+,2,1+,2,1-,1-,1,13-,12,9,7,5,7.0,3.0,3.0,4.0,6.0
3219,20221025,0,0,1,1+,1,2,0+,0+,6,0,0,4,5,4.0,7.0,2.0,2.0,3.0
3220,20221026,0,0,0,0+,1,1+,2-,3-,7,0,0,0,2,4.0,5.0,6.0,12.0,4.0
3221,20221027,2,2-,2,3-,3,3,2,2-,18,7,6,7,12,15.0,15.0,7.0,6.0,9.0
3222,20221028,2,2+,2+,2,2+,4+,3,4+,23-,7,9,9,7,9.0,32.0,15.0,32.0,15.0
3223,20221029,4,3+,5-,5-,4,3+,3,3,30,27,18,39,39,27.0,18.0,15.0,15.0,25.0
3224,20221030,2,3,2+,3-,2+,2+,3,2,20-,7,15,9,12,9.0,9.0,15.0,7.0,10.0
3225,20221031,3-,3-,3,2,2+,3+,2,2-,20-,12,12,15,7,9.0,18.0,7.0,6.0,11.0
3226,20221101,1,1-,3+,3-,2,1-,2-,1+,13+,4,3,18,12,7.0,3.0,6.0,5.0,7.0
3227,20221102,2+,3+,3-,2,3-,4,3,2,22,9,18,12,7,12.0,27.0,15.0,7.0,13.0
3228,20221103,3-,2-,3+,4+,5-,5,3+,5-,30-,12,6,18,32,39.0,48.0,18.0,39.0,26.0
3229,20221104,4-,4-,3+,3,2+,3-,2,2+,23,22,22,18,15,9.0,12.0,7.0,9.0,14.0
3230,20221105,3-,3+,2-,3-,2+,2-,1-,1,16,12,18,6,12,9.0,6.0,3.0,4.0,9.0
3231,20221106,1-,1-,1-,1-,0+,0+,0+,1-,4+,3,3,3,3,2.0,2.0,2.0,3.0,3.0
3232,20221107,1,2-,2-,3+,4,5,5-,2-,23,4,6,6,18,27.0,48.0,39.0,6.0,19.0
3233,20221108,2+,3+,3,3-,3,2-,1+,2-,19,9,18,15,12,15.0,6.0,5.0,6.0,11.0
3234,20221109,2+,3,2,1+,1-,0,0,0,9+,9,15,7,5,3.0,0.0,0.0,0.0,5.0
3235,20221110,0,0,0,0,0,0,0+,0,0+,0,0,0,0,0.0,0.0,2.0,0.0,0.0
3236,20221111,0,1,2+,2-,2+,3-,2-,3-,14+,0,4,9,6,9.0,12.0,6.0,12.0,7.0
3237,20221112,2+,2+,2-,1-,1-,1-,0+,0,9-,9,9,6,3,3.0,3.0,2.0,0.0,4.0
3238,20221113,1+,3-,1,1+,2,2+,2-,1,13+,5,12,4,5,7.0,9.0,6.0,4.0,6.0
3239,20221114,0,0+,1,2-,1,1-,1+,0,6,0,2,4,6,4.0,3.0,5.0,0.0,3.0
3240,20221115,0+,1,0+,0+,0+,0+,0+,0+,3+,2,4,2,2,2.0,2.0,2.0,2.0,2.0
3241,20221116,0,0,0,0+,0+,1+,1+,0+,4-,0,0,0,2,2.0,5.0,5.0,2.0,2.0
3242,20221117,0,1-,0,0,1-,0,0,1-,2,0,3,0,0,3.0,0.0,0.0,3.0,1.0
3243,20221118,0+,0,0+,1-,2,2,3,3,11+,2,0,2,3,7.0,7.0,15.0,15.0,6.0
3244,20221119,2+,0,1,1+,1,0+,1-,1,8-,9,0,4,5,4.0,2.0,3.0,4.0,4.0
3245,20221120,1-,0+,0,0+,1-,3-,3-,2+,10-,3,2,0,2,3.0,12.0,12.0,9.0,5.0
3246,20221121,3+,3+,2,2,2-,1+,1,2-,16+,18,18,7,7,6.0,5.0,4.0,6.0,9.0
3247,20221122,1-,1-,0+,0+,0+,1,0+,0,4-,3,3,2,2,2.0,4.0,2.0,0.0,2.0
3248,20221123,0,0,0+,0,1,1-,1,0+,3+,0,0,2,0,4.0,3.0,4.0,2.0,2.0
3249,20221124,1,2-,2-,1-,1+,1-,1+,2+,11-,4,6,6,3,5.0,3.0,5.0,9.0,5.0
3250,20221125,2+,3,4,3,3+,3,4-,4-,26,9,15,27,15,18.0,15.0,22.0,22.0,18.0
3251,20221126,4-,3-,3+,2,3+,3-,3,3,24-,22,12,18,7,18.0,12.0,15.0,15.0,15.0
3252,20221127,3-,3,2,2,3+,3-,4-,3-,22,12,15,7,7,18.0,12.0,22.0,12.0,13.0
3253,20221128,4+,5+,3,2+,1,2-,4+,4-,26-,32,56,15,9,4.0,6.0,32.0,22.0,22.0
3254,20221129,4,3,3+,3,4,4,3+,2+,27,27,15,18,15,27.0,27.0,18.0,9.0,20.0
3255,20221130,3,3+,2+,5-,4,3,5+,3,29-,15,18,9,39,27.0,15.0,56.0,15.0,24.0
3256,20221201,3-,5-,4-,4-,4,4,4-,4-,30,12,39,22,22,27.0,27.0,22.0,22.0,24.0
3257,20221202,3,3+,3,3,3-,3,3+,3-,24,15,18,15,15,12.0,15.0,18.0,12.0,15.0
3258,20221203,2,3+,2+,2+,2-,3,2,2-,18+,7,18,9,9,6.0,15.0,7.0,6.0,10.0
3259,20221204,2-,2,1,2,3,4+,4+,4,22+,6,7,4,7,15.0,32.0,32.0,27.0,16.0
3260,20221205,0,2+,2+,2-,3-,2,1+,0+,13-,0,9,9,6,12.0,7.0,5.0,2.0,6.0
3261,20221206,0,1+,0+,1-,2-,1-,1,0+,6,0,5,2,3,6.0,3.0,4.0,2.0,3.0
3262,20221207,1,1,1-,3-,5-,4+,3+,3-,20+,4,4,3,12,39.0,32.0,18.0,12.0,16.0
3263,20221208,2-,3-,2,1+,1,1,2,4,16-,6,12,7,5,4.0,4.0,7.0,27.0,9.0
3264,20221209,4+,2+,2,3-,2-,1+,2-,2-,18-,32,9,7,12,6.0,5.0,6.0,6.0,10.0
3265,20221210,3,2,1-,3-,1-,2,3-,2-,15+,15,7,3,12,3.0,7.0,12.0,6.0,8.0
3266,20221211,2,3-,2+,1+,2,3-,1+,3-,17,7,12,9,5,7.0,12.0,5.0,12.0,9.0
3267,20221212,3-,1+,0+,0+,1-,1,2-,2+,10+,12,5,2,2,3.0,4.0,6.0,9.0,5.0
3268,20221213,2,0+,0+,0+,1-,1-,0,1-,5,7,2,2,2,3.0,3.0,0.0,3.0,3.0
3269,20221214,0,1+,1-,0+,0+,2-,2,2-,8,0,5,3,2,2.0,6.0,7.0,6.0,4.0
3270,20221215,2-,2,2-,1,1,1+,1+,1-,11-,6,7,6,4,4.0,5.0,5.0,3.0,5.0
3271,20221216,3-,1,0,0+,1-,1-,1+,1+,8,12,4,0,2,3.0,3.0,5.0,5.0,4.0
3272,20221217,1,2-,0,0+,0,0+,0+,0,4-,4,6,0,2,0.0,2.0,2.0,0.0,2.0
3273,20221218,0+,0+,0+,1,1-,1-,1,2,6+,2,2,2,4,3.0,3.0,4.0,7.0,3.0
3274,20221219,2,4-,3-,1+,2-,1+,2,2,17-,7,22,12,5,6.0,5.0,7.0,7.0,9.0
3275,20221220,1+,1,1,0+,0+,1,2,2+,9+,5,4,4,2,2.0,4.0,7.0,9.0,5.0
3276,20221221,2-,2-,3-,2,2-,3+,2-,2-,16+,6,6,12,7,6.0,18.0,6.0,6.0,8.0
3277,20221222,1-,0,1+,2,3,3+,4-,3-,17-,3,0,5,7,15.0,18.0,22.0,12.0,10.0
3278,20221223,4-,2+,4-,3-,4+,4-,2,5-,27,22,9,22,12,32.0,22.0,7.0,39.0,21.0
3279,20221224,3,4+,4,3+,3+,4+,3+,3,29-,15,32,27,18,18.0,32.0,18.0,15.0,22.0
3280,20221225,3-,3,1+,1,2,2-,2-,3-,16,12,15,5,4,7.0,6.0,6.0,12.0,8.0
3281,20221226,3-,2,3,4+,6-,5-,2-,1+,25+,12,7,15,32,67.0,39.0,6.0,5.0,23.0
3282,20221227,4,4+,4+,4,4,4+,2+,2,29+,27,32,32,27,27.0,32.0,9.0,7.0,24.0
3283,20221228,2+,2-,1+,1-,1-,1-,1-,1,9,9,6,5,3,3.0,3.0,3.0,4.0,4.0
3284,20221229,0,0+,1+,2-,3,3+,3-,4-,16,0,2,5,6,15.0,18.0,12.0,22.0,10.0
3285,20221230,5-,4,4,3+,4+,5-,4+,3,32+,39,27,27,18,32.0,39.0,32.0,15.0,29.0
3286,20221231,3,3,3-,2-,3,3-,3+,4,23+,15,15,12,6,15.0,12.0,18.0,27.0,15.0
3287,20230101,2+,3,2,3-,2-,3-,4-,4,22,9,15,7,12,6.0,12.0,22.0,27.0,14.0
3288,20230102,2,2,1,2-,1+,1+,2,3,14+,7,7,4,6,5.0,5.0,7.0,15.0,7.0
3289,20230103,1+,0+,1-,0+,1,2,2+,3-,11-,5,2,3,2,4.0,7.0,9.0,12.0,6.0
3290,20230104,4,5-,4+,3+,3+,2,2-,1-,24,27,39,32,18,18.0,7.0,6.0,3.0,19.0
3291,20230105,0+,1-,1,1+,3-,3,3-,3-,14+,2,3,4,5,12.0,15.0,12.0,12.0,8.0
3292,20230106,1,0+,0+,1-,1,0+,1+,1+,6+,4,2,2,3,4.0,2.0,5.0,5.0,3.0
3293,20230107,1,2+,1,0+,0+,3-,2+,0+,10+,4,9,4,2,2.0,12.0,9.0,2.0,6.0
3294,20230108,2,2+,2,2-,3,1+,1,1-,14,7,9,7,6,15.0,5.0,4.0,3.0,7.0
3295,20230109,2-,0+,0+,1,1-,2-,2,1+,9,6,2,2,4,3.0,6.0,7.0,5.0,4.0
3296,20230110,1-,1-,1-,1-,2,3,2-,2,11+,3,3,3,3,7.0,15.0,6.0,7.0,6.0
3297,20230111,2-,3-,2-,2-,1,2,2+,2+,15+,6,12,6,6,4.0,7.0,9.0,9.0,7.0
3298,20230112,3,2,2,2-,2,2,2-,3,17+,15,7,7,6,7.0,7.0,6.0,15.0,9.0
3299,20230113,2+,2-,2,2+,2+,2-,3+,4,20-,9,6,7,9,9.0,6.0,18.0,27.0,11.0
3300,20230114,3,3+,2+,2-,1-,1,2-,3-,16+,15,18,9,6,3.0,4.0,6.0,12.0,9.0
